,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
0,CHEMBL320553,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,Active,457.5260000000002,5.736320000000005,1.0,5.0,7.853871964321762
1,CHEMBL149676,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Intermediate,457.5260000000002,5.736320000000005,1.0,5.0,7.7447274948966935
2,CHEMBL344282,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(Oc2ccccc2)C(=O)O)cc1,Intermediate,443.49900000000014,5.346220000000004,1.0,5.0,6.892790030352131
3,CHEMBL278590,Cc1oc(C2CCCCC2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,Active,463.5740000000002,6.117020000000006,1.0,5.0,7.823908740944319
4,CHEMBL424133,Cc1oc(-c2cccs2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,Intermediate,463.5550000000002,5.797820000000006,1.0,6.0,8.0
5,CHEMBL147086,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Intermediate,533.6240000000004,7.403320000000007,1.0,5.0,6.772113295386326
6,CHEMBL345721,Cc1oc(-c2cccs2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Intermediate,463.5550000000002,5.797820000000006,1.0,6.0,7.619788758288394
7,CHEMBL148774,Cc1oc(-c2cccs2)nc1CCOc1ccc(C[C@@](C)(Oc2ccccc2)C(=O)O)cc1,Intermediate,463.5550000000002,5.797820000000006,1.0,6.0,6.527243550682788
8,CHEMBL148639,CCCCC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)(Oc1ccccc1)C(=O)O,Active,499.60700000000014,6.906620000000006,1.0,5.0,5.6495581434649385
9,CHEMBL356170,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@](C)(Oc2ccccc2)C(=O)O)cc1,Intermediate,457.5260000000002,5.736320000000005,1.0,5.0,6.411168274405792
10,CHEMBL149438,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(Cc2ccccc2)C(=O)O)cc1,Intermediate,457.5260000000002,5.736320000000005,1.0,5.0,6.308918507877031
11,CHEMBL24458,CCC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)(Oc1ccccc1)C(=O)O,Active,471.55300000000017,6.126420000000007,1.0,5.0,6.5376020021010435
12,CHEMBL408,Cc1oc(-c2cccc(-c3ccccc3)c2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Intermediate,533.6240000000004,7.403320000000007,1.0,5.0,7.1487416512809245
13,CHEMBL25259,Cc1oc(C2CCCCC2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Active,463.5740000000002,6.117020000000006,1.0,5.0,7.292429823902063
14,CHEMBL294807,COc1ccc(CCc2c(-c3ccccc3)[nH]c3ccc(CC(=O)O)cc23)cc1,Inactive,385.4630000000002,5.255800000000003,2.0,2.0,7.301029995663981
15,CHEMBL59132,CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2ccc(C)cc2)c1=O,Active,451.5670000000002,4.228820000000003,1.0,6.0,5.309803919971486
16,CHEMBL65458,Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)n(C)c2=O)cc1C,Intermediate,437.5400000000002,3.664240000000002,1.0,6.0,5.769551078621726
17,CHEMBL64972,CCCCCCCN(CCc1ccc(SC(C)(C)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F,Intermediate,492.6320000000002,6.9671000000000065,2.0,3.0,6.259637310505756
18,CHEMBL66206,Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)nc2O)cc1,Intermediate,409.4860000000001,3.7577200000000017,2.0,6.0,5.187086643357144
19,CHEMBL121,Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)n(CC(=O)O)c2=O)cc1,Active,467.5220000000002,2.9034200000000006,2.0,7.0,5.102372908709558
20,CHEMBL23874,CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2cccc(OC)c2)c1=O,Active,467.5660000000002,3.929000000000003,1.0,7.0,5.207608310501746
21,CHEMBL23296,Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)n(CCO)c2=O)cc1,Active,453.5390000000002,2.8111200000000007,2.0,7.0,5.214670164989233
22,CHEMBL23670,Cn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O,Active,465.5940000000002,4.3449000000000035,1.0,6.0,6.2839966563652006
23,CHEMBL279053,CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(C(C)c2ccccc2)c1=O,Active,451.5670000000001,4.481400000000003,1.0,6.0,5.214670164989233
24,CHEMBL278994,CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(CC2CCCCC2)c1=O,Active,443.5880000000003,4.4524000000000035,1.0,6.0,5.769551078621726
25,CHEMBL121,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1,Active,438.4270000000001,3.538100000000002,2.0,5.0,6.334419008982047
26,CHEMBL23881,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Active,441.54900000000015,4.374260000000002,2.0,6.0,5.891096872332687
27,CHEMBL25710,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Active,457.5260000000003,6.180520000000006,1.0,5.0,6.261219441515631
28,CHEMBL180504,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OCC(=O)O)cc1,Active,353.3740000000001,3.7349200000000016,1.0,5.0,4.975063031962557
29,CHEMBL181644,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)NC2=O)cc1,Active,408.4790000000001,4.165620000000002,1.0,6.0,7.853871964321762
30,CHEMBL181656,Cc1oc(-c2ccc(Br)cc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Active,460.32400000000024,5.276020000000005,1.0,5.0,5.341416284592937
31,CHEMBL182230,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)C(=O)O)cc1,Active,367.40100000000007,4.123420000000001,1.0,5.0,5.505845405981558
32,CHEMBL121,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Active,381.4280000000001,4.513520000000002,1.0,5.0,5.5204246898250116
33,CHEMBL981,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Inactive,357.435,2.490900000000001,1.0,6.0,7.318758762624412
34,CHEMBL182884,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(/C(CC)=N/O)c1O,Active,465.9990000000002,5.7747000000000055,3.0,6.0,7.318758762624412
35,CHEMBL181954,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,Active,487.92700000000013,6.640800000000004,1.0,5.0,6.853871964321762
36,CHEMBL363532,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)coc12,Active,446.9960000000002,6.789400000000005,1.0,4.0,6.251811972993799
37,CHEMBL360368,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12,Active,447.9840000000002,6.184400000000005,1.0,5.0,6.958607314841775
38,CHEMBL192691,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(-c3ccccc3)coc12,Active,495.0400000000002,7.894000000000006,1.0,4.0,7.026872146400302
39,CHEMBL373142,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Active,357.435,2.490900000000001,1.0,6.0,6.6777807052660805
40,CHEMBL370747,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(C)=O)c1O,Active,436.95700000000016,5.389000000000005,2.0,5.0,6.236572006437063
41,CHEMBL365387,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(=O)CC)c1O,Active,450.9840000000002,5.779100000000005,2.0,5.0,6.522878745280337
42,CHEMBL192646,COc1cc(C[C@H](OC)C(=O)O)ccc1OCCCOc1ccc(Oc2ccccc2)cc1,Active,452.50300000000016,4.9775000000000045,1.0,6.0,7.886056647693163
43,CHEMBL370074,CO[C@@H](Cc1ccc(OCCCOc2ccc(C(=O)c3ccccc3)cc2)c(Cl)c1)C(=O)O,Active,468.9330000000001,5.061000000000005,1.0,5.0,8.301029995663981
44,CHEMBL363805,CO[C@@H](Cc1ccc(C#CCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,Active,416.473,4.941600000000005,1.0,4.0,7.886056647693163
45,CHEMBL192919,CO[C@@H](Cc1ccc(C#CCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,Active,430.50000000000006,5.331700000000006,1.0,4.0,8.154901959985743
46,CHEMBL365315,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Active,357.435,2.490900000000001,1.0,6.0,7.154901959985743
47,CHEMBL371341,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Active,318.75600000000003,3.8130000000000033,1.0,3.0,5.0
48,CHEMBL179330,CO[C@@H](Cc1ccc(OCCCOc2ccc(-c3ccccc3)cc2)cc1)C(=O)O,Active,406.478,4.843600000000004,1.0,4.0,7.6777807052660805
49,CHEMBL364894,CO[C@@H](Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,Active,422.47700000000003,4.968900000000004,1.0,5.0,7.468521082957745
50,CHEMBL191087,CO[C@@H](Cc1ccc(OCCCOc2ccc(C(=O)c3ccccc3)cc2)cc1)C(=O)O,Active,434.48800000000006,4.407600000000003,1.0,5.0,8.301029995663981
51,CHEMBL372913,CCO[C@@H](Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,Active,436.5040000000001,5.359000000000005,1.0,5.0,7.356547323513812
52,CHEMBL195367,COc1ccc(-n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Inactive,499.4850000000001,6.288820000000005,1.0,5.0,9.0
53,CHEMBL121,Cc1c(Cc2cccc(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1ccccn1,Active,470.44700000000006,5.675220000000005,1.0,5.0,6.33161408331
54,CHEMBL66206,COc1ccc2nc(-n3c(C)c(Cc4cccc(O[C@@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)ccc2c1,Intermediate,550.5330000000001,6.837020000000005,1.0,6.0,6.8696662315049934
55,CHEMBL81592,COc1ccc2ncc(-n3c(C)c(Cc4cccc(O[C@@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)cc2c1,Active,550.5330000000001,6.837020000000005,1.0,6.0,7.5376020021010435
56,CHEMBL82034,Cc1c(Oc2cccc(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,Active,546.8850000000001,7.276320000000004,1.0,7.0,7.481486060122112
57,CHEMBL199225,CCCc1c(Oc2c(C)n(-c3noc4cc(Cl)ccc34)c3ccc(OC(F)(F)F)cc23)cccc1O[C@@H](C)C(=O)O,Intermediate,588.9660000000001,8.228820000000006,1.0,7.0,6.193141970481182
58,CHEMBL206794,Cc1c(Oc2cc(O[C@@H](C)C(=O)O)ccc2Cl)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,Active,581.3300000000002,7.929720000000003,1.0,7.0,8.301029995663981
59,CHEMBL204057,Cc1c(Oc2cc(Cl)cc(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,Intermediate,581.3300000000002,7.929720000000002,1.0,7.0,6.962573502059376
60,CHEMBL1783064,CCCc1ccc(Oc2c(C)n(-c3noc4cc(Cl)ccc34)c3ccc(OC(F)(F)F)cc23)cc1O[C@@H](C)C(=O)O,Intermediate,588.9660000000001,8.228820000000008,1.0,7.0,7.698970004336019
61,CHEMBL202739,Cc1c(Oc2ccc(Cl)c(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,Intermediate,581.3300000000002,7.929720000000003,1.0,7.0,9.0
62,CHEMBL424685,COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Intermediate,527.4950000000002,5.988120000000005,1.0,6.0,8.698970004336019
63,CHEMBL206202,COc1ccc2c(-n3c(C)c(Cc4cc(O[C@H](C)C(=O)O)ccc4Cl)c4cc(OC(F)(F)F)ccc43)noc2c1,Intermediate,574.939,7.083420000000004,1.0,7.0,8.698970004336019
64,CHEMBL205665,COc1ccc(C(=O)n2c(C)c(Cc3cccc(OCC#N)c3)c3cc(OC(F)(F)F)ccc32)cc1,Active,494.46900000000016,6.038600000000004,0.0,6.0,7.376750709602099
65,CHEMBL203621,C#CCOc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1,Intermediate,493.4810000000001,6.148220000000005,0.0,5.0,7.2076083105017466
66,CHEMBL383233,CN1C(=O)SC(Cc2ccc(OCCN(C)c3ccccn3)cc2)C1=O,Active,371.46200000000005,2.833100000000001,0.0,6.0,4.301029995663981
67,CHEMBL208472,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Active,357.435,2.490900000000001,1.0,6.0,6.6020599913279625
68,CHEMBL378160,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,Active,381.4280000000001,4.513520000000002,1.0,5.0,5.590066876668706
69,CHEMBL23296,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(Cc2ccccc2)C(=O)O)cc1,Active,457.5260000000002,5.736320000000005,1.0,5.0,6.308918507877031
70,CHEMBL427040,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,Intermediate,457.5260000000002,5.736320000000005,1.0,5.0,7.7447274948966935
71,CHEMBL209563,CC(Cc1ccccc1)(Oc1ccc(Cl)cc1)C(=O)O,Active,290.74600000000004,3.804800000000003,1.0,2.0,5.4089353929735005
72,CHEMBL207907,CC(C)(Oc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O,Intermediate,474.91200000000003,6.361300000000005,1.0,5.0,6.008330992620052
73,CHEMBL383728,O=C(O)CCc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1,Intermediate,444.8860000000001,6.136500000000005,1.0,4.0,5.1911141326401875
74,CHEMBL207442,CC(C)C1=CC(C)(C)Oc2cc(OCCCOc3ccc(CC(C)(C)C(=O)O)cc3)c(Cl)cc21,Intermediate,487.03600000000023,7.051600000000008,1.0,4.0,5.734003629504921
75,CHEMBL207103,CC[C@@](C)(Cc1ccc(OCCCOc2ccc(C3CCC(C)(C)CC3)cc2Cl)cc1)C(=O)O,Active,487.08000000000027,7.915100000000008,1.0,3.0,5.442492798094342
76,CHEMBL207019,CC[C@@](C)(Cc1ccc(OCCCOc2ccc(C3CCCCC3)cc2Cl)cc1)C(=O)O,Intermediate,459.0260000000002,7.279000000000007,1.0,3.0,5.732593581247096
77,CHEMBL210973,CC[C@@](C)(Cc1ccc(OCCCOc2ccc(CC(F)(F)F)cc2Cl)cc1)C(=O)O,Active,458.904,6.336100000000005,1.0,3.0,5.221848749616356
78,CHEMBL210768,CC[C@@](C)(Cc1ccc(OCCCOc2ccccc2Cl)cc1)C(=O)O,Active,376.88,5.231300000000005,1.0,3.0,6.070070439915412
79,CHEMBL213314,CCC(C)(Cc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O,Active,486.9670000000001,7.162700000000006,1.0,4.0,5.906578314837765
80,CHEMBL121,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1ccc(-c2cc(C(F)(F)F)on2)s1,Active,540.5450000000002,6.2760000000000025,1.0,8.0,6.756961951313706
81,CHEMBL215701,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Active,535.4660000000001,6.578300000000003,1.0,5.0,7.6439741428068775
82,CHEMBL215245,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cccc(F)c1,Active,417.4620000000001,4.679800000000002,1.0,5.0,6.29073003902417
83,CHEMBL213361,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,Active,487.92700000000013,6.640800000000004,1.0,5.0,6.709965388637482
84,CHEMBL213315,CCCc1c(OCCCN(C)c2ccc(CC(=O)O)c(C)c2)ccc2c(C(F)(F)F)noc12,Active,464.4840000000001,5.639920000000005,1.0,5.0,5.337242168318426
85,CHEMBL214921,CCCc1c(OCCCN(C)c2ccc(CC(=O)O)cc2C)ccc2c(C(F)(F)F)noc12,Active,464.4840000000001,5.639920000000005,1.0,5.0,6.337242168318426
86,CHEMBL214026,CCCc1c(OCCCn2ccc3cc(CCC(=O)O)ccc32)ccc2c(C(F)(F)F)noc12,Active,474.4790000000001,6.240100000000004,1.0,5.0,5.920818753952375
87,CHEMBL377660,CCCc1c(OCCCn2ccc3cc(CC(=O)O)ccc32)ccc2c(C(F)(F)F)noc12,Active,460.4520000000001,5.850000000000004,1.0,5.0,5.721246399047171
88,CHEMBL212591,CCCc1c(OCCCN(C)c2cccc(CC(=O)O)c2)ccc2c(C(F)(F)F)noc12,Active,450.4570000000001,5.331500000000005,1.0,5.0,5.522878745280337
89,CHEMBL212023,CCCc1c(OCCCNc2ccc(CC(=O)O)cc2)ccc2c(C(F)(F)F)noc12,Active,436.43000000000006,5.307200000000004,2.0,5.0,6.991399828238082
90,CHEMBL215127,CCCc1c(OCCCN(C)c2ccc(CC(=O)O)cc2)ccc2c(C(F)(F)F)noc12,Active,450.45700000000005,5.331500000000005,1.0,5.0,5.5376020021010435
91,CHEMBL215126,CCCc1c(OCCCOc2ccc(CC(=O)O)cc2)ccc2c(C(F)(F)F)noc12,Intermediate,437.4140000000001,5.274100000000004,1.0,5.0,6.568636235841013
92,CHEMBL212911,CCCc1c(OCCCOc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,Active,471.85900000000015,5.927500000000004,1.0,5.0,6.552841968657781
93,CHEMBL378068,CCc1ccc(OCCCOc2ccc(OC(C)(C)C(=O)O)cc2)c(C(=O)c2ccccc2)c1,Active,462.54200000000014,5.569900000000005,1.0,5.0,7.42021640338319
94,CHEMBL215582,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Active,357.435,2.490900000000001,1.0,6.0,7.173925197299173
95,CHEMBL376627,CCc1cc(OCC[C@@H](C)Oc2ccc(Cl)cc2Oc2ccccc2)ccc1CCC(=O)O,Active,468.97700000000026,6.948300000000007,1.0,4.0,7.721246399047171
96,CHEMBL121,C[C@H](CCOc1ccc(CCC(=O)O)c(F)c1)Oc1ccc(Cl)cc1Oc1ccccc1,Active,458.9130000000001,6.525000000000005,1.0,4.0,7.200659450546418
97,CHEMBL374657,C[C@H](CCOc1ccc(CCC(=O)O)c(C(F)(F)F)c1)Oc1ccc(Cl)cc1Oc1ccccc1,Active,508.9200000000001,7.404700000000005,1.0,4.0,7.214670164989233
98,CHEMBL385585,Cc1cc(OCC[C@@H](C)Oc2ccc(C(F)(F)F)cc2Oc2ccccc2)ccc1CCC(=O)O,Active,488.50200000000024,7.059720000000006,1.0,4.0,8.221848749616356
99,CHEMBL218230,Cc1cc(OCC[C@@H](C)Oc2ccc(OC(F)(F)F)cc2Oc2ccccc2)ccc1CCC(=O)O,Active,504.50100000000026,6.939520000000006,1.0,5.0,8.221848749616356
100,CHEMBL218841,Cc1cc(OCC[C@@H](C)Oc2ccc(Cl)cc2Oc2ccccc2)ccc1CCC(=O)O,Active,454.9500000000002,6.694320000000006,1.0,4.0,7.823908740944319
101,CHEMBL374705,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(Oc2ccccc2)c1,Active,448.55900000000014,6.603320000000007,1.0,4.0,8.221848749616356
102,CHEMBL218840,CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(Cc2ccccc2)c1,Active,446.58700000000016,6.401820000000007,1.0,3.0,7.229147988357855
103,CHEMBL218789,CCCC(CCOc1ccc(CCC(=O)O)c(C)c1)Oc1ccc(CC)cc1C(=O)c1ccccc1,Active,488.62400000000025,6.822220000000007,1.0,4.0,6.379863945026242
104,CHEMBL218122,CCc1ccc(OC(CC)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,Active,474.5970000000002,6.4321200000000065,1.0,4.0,7.7447274948966935
105,CHEMBL376051,CCc1ccc(O[C@@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,Intermediate,460.57000000000016,6.042020000000006,1.0,4.0,5.94692155651658
106,CHEMBL435317,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,Intermediate,460.57000000000016,6.042020000000006,1.0,4.0,8.301029995663981
107,CHEMBL222165,CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,Active,460.57000000000016,6.042020000000006,1.0,4.0,7.920818753952375
108,CHEMBL436337,CCc1ccc(OC(C)CCOc2ccc(OC(C)(C)C(=O)O)cc2)c(C(=O)c2ccccc2)c1,Active,476.5690000000002,5.9584000000000055,1.0,5.0,8.221848749616356
109,CHEMBL374363,COc1ccc(-c2c(C(=O)NS(=O)(=O)c3ccccc3)n(Cc3cccc(C(F)(F)F)c3)c3ccccc23)cc1,Active,564.5850000000002,6.502700000000005,1.0,5.0,8.522878745280337
110,CHEMBL386504,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Active,357.435,2.490900000000001,1.0,6.0,7.045757490560675
111,CHEMBL447538,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2cc(O)ccc2n1Cc1cccc(C(F)(F)F)c1,Active,542.4570000000002,5.551500000000004,2.0,5.0,6.267606240177032
112,CHEMBL386307,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2cc(OCc3ccccc3)ccc2n1Cc1cccc(C(F)(F)F)c1,Active,632.5820000000004,7.424900000000006,1.0,5.0,6.113509274827518
113,CHEMBL222026,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2cc(Cl)ccc2n1Cc1cccc(C(F)(F)F)c1,Active,560.9030000000004,6.499300000000003,1.0,4.0,6.481486060122113
114,CHEMBL220537,CC(C)(C)c1ccc(Cn2c(C(=O)NS(=O)(=O)c3cccc(C(F)(F)F)c3)cc3ccccc32)cc1,Active,514.5690000000002,6.124600000000005,1.0,4.0,6.481486060122113
115,CHEMBL220475,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1cc(Cl)ccc1Cl,Active,527.3510000000002,6.133900000000003,1.0,4.0,6.42021640338319
116,CHEMBL221342,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1ccccc1,Active,458.4610000000002,4.827100000000003,1.0,4.0,6.552841968657781
117,CHEMBL218176,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1cccc(OCc2ccccc2)c1,Active,564.5850000000004,6.406100000000005,1.0,5.0,7.301029995663981
118,CHEMBL218175,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1ccc(C(F)(F)F)cc1,Active,526.4580000000002,5.845900000000004,1.0,4.0,6.3979400086720375
119,CHEMBL374189,CCn1c(C(=O)NS(=O)(=O)c2cccc(C(F)(F)F)c2)cc2ccccc21,Active,396.39000000000004,3.798700000000002,1.0,4.0,5.61261017366127
120,CHEMBL221580,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1C(=O)c1cccc(C(F)(F)F)c1,Active,540.4410000000003,5.486100000000002,1.0,5.0,5.026872146400302
121,CHEMBL217962,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1cccc(OC(F)(F)F)c1,Active,542.4570000000002,5.7257000000000025,1.0,5.0,7.045757490560675
122,CHEMBL218258,COc1cccc(Cn2c(C(=O)NS(=O)(=O)c3cccc(C(F)(F)F)c3)cc3ccccc32)c1,Active,488.4870000000001,4.835700000000004,1.0,5.0,6.853871964321762
123,CHEMBL267881,O=C(NS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1cc2ccccc2n1Cc1ccc(C(F)(F)F)cc1,Active,526.4580000000002,5.845900000000004,1.0,4.0,6.154901959985743
124,CHEMBL218231,CS(=O)(=O)NC(=O)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Active,396.39000000000004,3.397800000000002,1.0,4.0,6.167491087293763
125,CHEMBL981,O=C(NS(=O)(=O)c1ccc(Cl)s1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Inactive,498.9350000000002,5.5420000000000025,1.0,5.0,7.096910013008056
126,CHEMBL121,O=C(NS(=O)(=O)c1ccccc1C(F)(F)F)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Active,526.4580000000002,5.845900000000004,1.0,4.0,7.096910013008056
127,CHEMBL107367,O=C(NS(=O)(=O)c1ccc2ccccc2c1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Active,508.5210000000002,5.980300000000003,1.0,4.0,7.045757490560675
128,CHEMBL408,Cc1ccccc1S(=O)(=O)NC(=O)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Intermediate,472.4880000000001,5.135520000000004,1.0,4.0,6.7447274948966935
129,CHEMBL220622,Cc1ccc(S(=O)(=O)NC(=O)c2cc3ccccc3n2Cc2cccc(C(F)(F)F)c2)cc1,Active,472.48800000000017,5.135520000000004,1.0,4.0,6.5376020021010435
130,CHEMBL387373,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Active,526.4580000000002,5.845900000000004,1.0,4.0,7.096910013008056
131,CHEMBL446365,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Active,492.9060000000002,5.480500000000002,1.0,4.0,6.552841968657781
132,CHEMBL223434,O=C(NS(=O)(=O)c1ccc(F)cc1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Active,476.45100000000014,4.966200000000002,1.0,4.0,6.142667503568731
133,CHEMBL219836,O=C(NS(=O)(=O)c1ccccc1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,Active,458.4610000000002,4.827100000000003,1.0,4.0,6.5376020021010435
134,CHEMBL376460,COc1ccc(-c2c(C(=O)NS(C)(=O)=O)n(Cc3cccc(C(F)(F)F)c3)c3ccccc23)cc1,Active,502.5140000000001,5.073400000000004,1.0,5.0,8.698970004336019
