molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL236218,Cc1cc(OCc2cc(-c3ccc(Cl)cc3)on2)cc2scc(CC(=O)O)c12,Active,8660.0
CHEMBL237485,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1cc(Cl)c2c(CC(=O)O)csc2c1,Active,10000.0
CHEMBL237484,Cc1cc2c(CC(=O)O)csc2cc1OCc1sc(-c2ccc(C(F)(F)F)cc2)nc1C,Active,6260.0
CHEMBL237277,O=C(O)Cc1coc2cc(OCc3cc(-c4ccc(C(F)(F)F)cc4)on3)ccc12,Active,10000.0
CHEMBL392718,O=C(O)Cc1coc2cc(OCc3cc(-c4ccc(Cl)cc4)on3)ccc12,Active,10000.0
CHEMBL237730,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc2c(CC(=O)O)csc2c1,Active,10000.0
CHEMBL237520,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1OC(C)(C)C(=O)O,Active,18.0
CHEMBL392717,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Active,67.0
CHEMBL237519,CCc1cc(Oc2cc(F)cc([C@@H](C)NC(=O)c3sc4ccc(Cl)cc4c3C)c2)ccc1CCC(=O)O,Active,50.0
CHEMBL237518,CCc1cc(Oc2cc(F)cc([C@@H](C)NC(=O)c3c(C)c4cc(Cl)ccc4n3C)c2)ccc1CCC(=O)O,Active,39.0
CHEMBL237307,Cc1cc(Oc2cccc(CNC(=O)c3c(C)c4cc(Cl)ccc4n3C)c2)ccc1CCC(=O)O,Active,35.0
CHEMBL393940,Cc1cc(Oc2cccc(CNC(=O)c3[nH]c4ccc(Cl)cc4c3C)c2)ccc1CCC(=O)O,Active,27.0
CHEMBL237306,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Cl)ccc4n3C)c2)ccc1CCC(=O)O,Active,98.0
CHEMBL237305,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Cl)c(Cl)cc4[nH]3)c2)ccc1CCC(=O)O,Active,95.0
CHEMBL237086,Cc1cc(Oc2cccc(CNC(=O)c3cc4cccc(Br)c4[nH]3)c2)ccc1CCC(=O)O,Active,37.0
CHEMBL393939,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Br)ccc4[nH]3)c2)ccc1CCC(=O)O,Active,8.0
CHEMBL237085,Cc1cc(Oc2cccc(CNC(=O)c3cc4ccc(Cl)cc4[nH]3)c2)ccc1CCC(=O)O,Active,233.0
CHEMBL237710,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Cl)ccc4[nH]3)c2)ccc1CCC(=O)O,Active,13.0
CHEMBL237084,Cc1cc(Oc2cccc(CNC(=O)c3cc4c(Cl)cccc4[nH]3)c2)ccc1CCC(=O)O,Active,258.0
CHEMBL236877,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C)c2)ccc1CCC(=O)O,Active,126.0
CHEMBL236876,Cc1cc(Oc2ccc(F)c(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O,Active,8.0
CHEMBL393938,Cc1cc(Oc2cc(F)cc(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O,Active,8.0
CHEMBL236875,Cc1ccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,Active,17.0
CHEMBL236664,Cc1cc(CNC(=O)c2ccc(C(F)(F)F)cc2F)cc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1,Active,12.0
CHEMBL212911,Cc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2F)cc1Oc1ccc(OC(C)(C)C(=O)O)c(C)c1,Active,5.0
CHEMBL121,Cc1cc(Oc2cccc(CNC(=O)c3ccccc3C)c2)ccc1OC(C)(C)C(=O)O,Active,20.0
CHEMBL238970,COc1ccc(C(=O)NCc2cccc(Oc3ccc(OC(C)(C)C(=O)O)c(C)c3)c2)c(C)c1,Active,8.0
CHEMBL241479,Cc1cc(Oc2cccc(CNC(=O)c3ccc(OC(F)(F)F)cc3C)c2)ccc1OC(C)(C)C(=O)O,Active,47.0
CHEMBL241478,Cc1cc(Oc2cccc(CNC(=O)c3ccc(Cl)cc3C)c2)ccc1OC(C)(C)C(=O)O,Active,9.0
CHEMBL241299,Cc1ccc(C(=O)NCc2cccc(Oc3ccc(OC(C)(C)C(=O)O)c(C)c3)c2)c(C)c1,Active,7.0
CHEMBL391470,COc1cc(C(F)(F)F)ccc1C(=O)NCc1cccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1,Active,7.0
CHEMBL241298,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Oc3ccccc3)c2)ccc1OC(C)(C)C(=O)O,Active,114.0
CHEMBL400024,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C(F)(F)F)c2)ccc1OC(C)(C)C(=O)O,Intermediate,203.0
CHEMBL241286,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Br)c2)ccc1OC(C)(C)C(=O)O,Active,12.0
CHEMBL391283,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O,Active,12.0
CHEMBL241472,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Cl)c2)ccc1OC(C)(C)C(=O)O,Active,15.0
CHEMBL241471,CCc1cc(C(F)(F)F)ccc1C(=O)NCc1cccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1,Active,10.0
CHEMBL391264,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C)c2)ccc1OC(C)(C)C(=O)O,Active,9.0
CHEMBL241078,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,Intermediate,5.0
CHEMBL392063,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Active,67.0
CHEMBL393926,CCc1cc(OCC[C@@H](C)Oc2ccc(C(F)(F)F)cc2-c2ccccn2)ccc1CCC(=O)O,Active,16.0
CHEMBL443343,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(CC)c2)c(-c2ccccn2)c1,Intermediate,35.0
CHEMBL469938,Cc1cc(OCC[C@@H](C)Oc2ccc(C(F)(F)F)cc2-c2ccccn2)ccc1CCC(=O)O,Intermediate,20.0
CHEMBL469939,Cc1cc(OCC[C@@H](C)Oc2ccc(Cl)cc2-c2ccccn2)ccc1CCC(=O)O,Active,88.0
CHEMBL467711,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ncco2)c1,Intermediate,483.0
CHEMBL469940,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cocn2)c1,Active,979.0
CHEMBL451531,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2nccs2)c1,Intermediate,1530.0
CHEMBL469941,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cscn2)c1,Intermediate,346.0
CHEMBL471828,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccncc2)c1,Active,520.0
CHEMBL471829,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cccnc2)c1,Active,60.0
CHEMBL471830,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccccn2)c1,Intermediate,46.0
CHEMBL470574,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccco2)c1,Inactive,940.0
CHEMBL513215,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cccs2)c1,Active,1090.0
CHEMBL470575,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccsc2)c1,Inactive,568.0
CHEMBL452051,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccccc2)c1,Active,215.0
CHEMBL517436,O=S(=O)(/C=C/c1ccccc1)Oc1ccccc1,Active,1326.0
CHEMBL461944,O=S(=O)(/C=C/c1ccccc1)Oc1ccc2ccccc2c1,Active,1088.0
CHEMBL461379,Cc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,Active,407.0
CHEMBL518499,Cc1cccc(OS(=O)(=O)/C=C/c2ccccc2)c1,Active,1187.0
CHEMBL461378,O=S(=O)(/C=C/c1ccccc1)Oc1ccc(Cl)cc1,Active,302.0
CHEMBL459466,O=S(=O)(/C=C/c1ccccc1)Oc1c(Cl)cc(Cl)cc1Cl,Active,1439.0
CHEMBL460073,COc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,Active,1294.0
CHEMBL460072,O=S(=O)(/C=C/c1ccccc1)Oc1ccc(OCc2ccccc2)cc1,Active,703.0
CHEMBL462378,CCOC(=O)c1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,Active,747.0
CHEMBL509236,O=Cc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,Active,2098.0
CHEMBL510180,CC(=O)Nc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,Active,10712.0
CHEMBL455130,O=S(=O)(/C=C/c1ccccc1)Oc1cccc(Oc2ccccc2)c1,Active,382.0
CHEMBL509369,O=C(O)c1cccc(OS(=O)(=O)/C=C/c2ccccc2)c1,Active,13521.0
CHEMBL452054,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@@H](C)C(=O)O)c1,Active,1.0
CHEMBL507477,Cc1c(Oc2ccc(Cl)cc2)c2ccc(C(F)(F)F)nc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,Active,22.0
CHEMBL455127,Cc1c(Oc2ccc(Cl)cc2)c2ccc(Cl)nc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,Active,3.0
CHEMBL455126,Cc1c(Oc2ccc(Cl)cc2)c2ccc(F)nc2n1Cc1ccc(F)c(O[C@@H](C)C(=O)O)c1,Active,23.0
CHEMBL452299,Cc1c(Oc2ccc(Cl)cc2)c2ccc(F)nc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,Active,3.0
CHEMBL179330,Cc1c(Oc2ccc(Cl)cc2)c2ccc(F)nc2n1Cc1cc(O[C@@H](C)C(=O)O)ccc1Cl,Active,15.0
CHEMBL363805,COc1ccc(C(=O)c2c(C)n(Cc3ccc(Cl)c(O[C@@H](C)C(=O)O)c3)c3nc(OC)ccc23)cc1,Active,1.0
CHEMBL489651,COc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C)C(=O)O)ccc3Cl)c3nc(OC)ccc23)cc1,Active,2.0
CHEMBL519060,COc1ccc(C(=O)c2c(C)n(Cc3ccc(F)c(O[C@@H](C)C(=O)O)c3)c3nc(OC)ccc23)cc1,Active,1.0
CHEMBL522772,COc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C)C(=O)O)ccc3F)c3nc(OC)ccc23)cc1,Active,2.0
CHEMBL121,COc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C)C(=O)O)ccc3F)c3nc(C)ccc23)cc1,Active,4.0
CHEMBL490029,COc1ccc(C(=O)c2c(C)n(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3nc(C)ccc23)cc1,Active,16.0
CHEMBL672,Cc1c(Oc2ccc(Cl)cc2)c2cccnc2n1Cc1ccc(F)c(O[C@@H](C)C(=O)O)c1,Intermediate,106.0
CHEMBL121,Cc1c(Oc2ccc(Cl)cc2)c2cccnc2n1Cc1cc(O[C@@H](C)C(=O)O)ccc1F,Active,54.0
CHEMBL560830,Cc1c(Oc2ccc(Cl)cc2)c2cccnc2n1Cc1cc(O[C@@H](C)C(=O)O)ccc1Cl,Active,25.0
CHEMBL558083,COc1ccc(C(=O)c2c(C)n(Cc3ccc(F)c(O[C@@H](C)C(=O)O)c3)c3ncccc23)cc1,Active,10.0
CHEMBL558083,COc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C)C(=O)O)ccc3F)c3ncccc23)cc1,Active,5.0
CHEMBL562864,COc1ccc(C(=O)c2c(C)n(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3ncccc23)cc1,Active,66.0
CHEMBL564902,COc1ccc(C(=O)c2c(C)n(Cc3cccc(O[C@H](C)C(=O)O)c3)c3ncccc23)cc1,Active,726.0
CHEMBL564036,COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,Active,1.0
CHEMBL560160,Cc1c(Oc2cc(O[C@@H](C)C(=O)O)ccc2Cl)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,Active,6.0
CHEMBL552240,COc1ccc(C(=O)c2c(C)n(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc23)cc1,Active,1.0
CHEMBL549746,COc1ccc2c(-c3c(C)n(Cc4cc(O[C@@H](C)C(=O)O)ccc4Cl)c4cc(OC(F)(F)F)ccc34)noc2c1,Active,2.0
CHEMBL461571,Cc1c(Oc2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,Active,1.0
CHEMBL452051,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Active,200.0
CHEMBL559567,CC[C@@H](Oc1cccc(-n2c(C)c(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Active,9.0
CHEMBL556073,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,Active,5000.0
CHEMBL1089176,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Active,200.0
CHEMBL1088910,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(OC2(C(=O)O)CCC2)c1,Active,16.0
CHEMBL1088911,CC[C@@](C)(Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Active,5.0
CHEMBL1089210,CC[C@@](C)(Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Intermediate,9.0
CHEMBL1090211,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@@H](C(=O)O)C(C)C)c1,Intermediate,10.0
CHEMBL1090212,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C(=O)O)C(C)C)c1,Intermediate,17.0
CHEMBL1091664,CCC[C@@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Intermediate,12.0
CHEMBL1091980,CCC[C@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Intermediate,8.0
CHEMBL1092931,CC[C@@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Active,9.0
CHEMBL1089164,CC[C@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,Intermediate,4.0
CHEMBL1090187,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,Active,11.0
CHEMBL1089969,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@@H](C)C(=O)O)c1,Intermediate,1.0
CHEMBL1089970,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(OCC(=O)O)c1,Intermediate,2.0
CHEMBL1090188,Cc1c(Cc2cccc(OCC(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1C(=O)c1ccc(Cl)cc1,Intermediate,1.0
CHEMBL1090189,CCCCOc1ccc(-c2ccc(C(=O)O)cc2C)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,Active,10.0
CHEMBL1090877,Cc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccc(Cl)cc4)oc3C)cc2)cc1,Intermediate,141.4
CHEMBL1090878,Cc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCc3nc(-c4ccc(Cl)cc4)oc3C)cc2)cc1,Active,247.8
CHEMBL1091218,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCCc3nc(-c4ccc(Cl)cc4)oc3C)c2)cc1,Intermediate,162.0
CHEMBL1092235,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(Cl)cc4)oc3C)c2)cc1,Intermediate,2789.0
CHEMBL1092236,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3oc(-c4ccc(Cl)cc4)nc3C)c2)cc1,Intermediate,3546.0
CHEMBL1092237,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3sc(-c4ccc(Cl)cc4)nc3C)c2)cc1,Intermediate,4057.0
CHEMBL1091196,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(Cl)cc4)sc3C)c2)cc1,Intermediate,3362.0
CHEMBL1089500,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccccc4Cl)oc3C)c2)cc1,Inactive,1039.0
CHEMBL1089501,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4cccc(Cl)c4)oc3C)c2)cc1,Inactive,384.0
CHEMBL1093405,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(F)cc4)oc3C)c2)cc1,Active,2300.0
CHEMBL1090443,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(C)(C)C)cc4)oc3C)c2)cc1,Intermediate,483.0
CHEMBL121,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(-c5ccccc5)cc4)oc3C)c2)cc1,Active,1988.0
CHEMBL1629930,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(N5CCOCC5)cc4)oc3C)c2)cc1,Active,1194.0
CHEMBL378160,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C#N)cc4)oc3C)c2)cc1,Active,7257.0
CHEMBL595,COc1ccc(-c2nc(COc3cccc(CN(CC(=O)O)C(=O)Oc4ccc(C)cc4)c3)c(C)o2)cc1,Active,873.0
CHEMBL121,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C)cc4)oc3C)c2)cc1,Active,1361.0
CHEMBL1933845,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(C)C)cc4)oc3C)c2)cc1,Active,497.0
CHEMBL1933842,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(F)(F)F)cc4)oc3C)c2)cc1,Active,2737.0
CHEMBL1933841,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OC2CCCCC2)c1,Active,4498.0
CHEMBL1933822,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OC2CCCC2)c1,Active,9444.0
CHEMBL1946566,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OC2CCC2)c1,Intermediate,5293.0
CHEMBL1946567,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OCC2CC2)c1,Active,5336.0
CHEMBL1946568,CCCOC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1,Active,10310.0
CHEMBL1946569,COC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1,Intermediate,15000.0
CHEMBL1946570,O=C(O)CCN1C(=O)/C(=C\c2ccc(Cl)cc2Cl)SC1=S,Active,876.0
CHEMBL1946571,Cc1ccc(COc2ccccc2/C=C2/SC(=S)N(CCC(=O)O)C2=O)cc1,Active,1319.0
CHEMBL1946572,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Active,267.0
CHEMBL1946753,O=C(Oc1ccc([N+](=O)[O-])cc1)c1cn(-c2ccccc2)nc1-c1ccccc1,Active,973.0
CHEMBL1946754,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cccc(F)c1,Active,512.0
CHEMBL1946755,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Active,855.0
CHEMBL1946756,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Active,199.0
CHEMBL1946757,CCCc1cc(OC2CCCCC2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Active,37.0
CHEMBL1946758,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(=O)CC)c1O,Active,300.0
CHEMBL1946952,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,Active,57.0
CHEMBL1946953,CCCc1cc(OC2CCCCCC2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Active,85.0
CHEMBL1946954,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(/C(CC)=N\O)c1O,Active,48.0
CHEMBL1946955,O=C1NC(=O)[C@H](c2cccc(OCCCOc3ccc(Oc4ccccc4)cc3)c2)S1,Intermediate,76.0
CHEMBL1947138,CCCc1cc(OC2CCCC2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Intermediate,63.0
CHEMBL1947139,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12,Intermediate,110.0
CHEMBL1947140,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Active,195.0
CHEMBL1947141,CCCc1cc(C(=O)c2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,Intermediate,19.0
CHEMBL1947142,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,Active,140.0
CHEMBL1947143,CCCc1cc(Oc2ccc(C(C)C)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Active,170.0
CHEMBL1947144,CCCc1cc(C(=O)c2ccc(Cl)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Active,144.0
CHEMBL1947145,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)coc12,Active,560.0
CHEMBL1947146,CCCc1cc(Oc2ccc(C(C)(C)C)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Active,335.0
CHEMBL1947147,CCCc1cc(-c2noc3ccccc23)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Active,30.0
CHEMBL2024606,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(-c3ccccc3)coc12,Active,94.0
CHEMBL2331784,CCCc1cc(Oc2ccc(CC(C)C)cc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Active,291.0
CHEMBL121,CCCc1cc(C(=O)C2CCCCC2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Active,46.0
CHEMBL121,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,Active,210.0
CHEMBL3425797,CCCc1cc(C=C2CCCCC2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Active,150.0
CHEMBL1551302,CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Active,226.0
CHEMBL458053,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1ccc([C@H]2SC(=O)NC2=O)cc1,Active,735.0
CHEMBL595,CCCc1cc(CC2CCCCC2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Active,59.0
CHEMBL408,CCCc1cc(Oc2ccc(Cl)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Active,73.0
CHEMBL602468,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1ccc(CC(C)(C)C(=O)O)cc1,Active,1087.0
CHEMBL602469,CCCc1cc(C2CCCCC2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Active,340.0
CHEMBL3695841,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Active,77.0
CHEMBL3695829,CC(C)(Oc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O,Active,981.0
CHEMBL3695852,CCCc1cc(C2CCCCC2)ccc1OCCCOc1cccc([C@H]2OC(=O)NC2=O)c1,Active,490.0
CHEMBL3695839,CCCc1cc(Oc2ccc(OC)cc2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Active,300.0
CHEMBL3695837,CC(C)(Oc1ccc(OCCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O,Active,7690.0
CHEMBL3695843,CCCc1cc(-c2ccccc2)ccc1OCCCOc1cccc([C@H]2OC(=O)NC2=O)c1,Active,450.0
CHEMBL3695840,CCCc1cc(Oc2ccc(O)cc2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Active,30.0
CHEMBL3695771,CCCc1cc(C2CCCCCC2)ccc1OCCCOc1cccc([C@@H]2OC(=O)NC2=O)c1,Active,640.0
CHEMBL3695831,CCCc1cc(Oc2ccc(Cl)c(Cl)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,Active,64.0
CHEMBL3695772,CCCc1cc(Oc2ccc(Cl)c(C)c2)ccc1OCCCOc1cccc([C@@H]2SC(=O)NC2=O)c1,Active,56.0
CHEMBL3695821,CCCc1cc(C2CCC(=O)CC2)ccc1OCCCOc1cccc([C@H]2OC(=O)NC2=O)c1,Active,1160.0
CHEMBL3695813,CCCc1cc(Oc2ccc(F)c(C)c2)ccc1OCCCOc1cccc([C@H]2SC(=O)NC2=O)c1,Active,78.0
CHEMBL3695826,Cc1ccc(OCCCOc2ccc(CCC(=O)O)cc2)c(Cl)c1,Active,6440.0
CHEMBL3695819,CCCc1cc([C@H]2CC[C@H](O)CC2)ccc1OCCCOc1cccc([C@@H]2OC(=O)NC2=O)c1,Active,180.0
CHEMBL1230353,CCCc1cc(C2CCC(F)(F)CC2)ccc1OCCCOc1cccc([C@@H]2OC(=O)NC2=O)c1,Active,540.0
